vehicle,brand,model,category,sales,year,month,date,brandTesla,modelModel3,source
Buick Regal,Buick,Regal,hybrid,7,2016,3,2016-03-01,Other,Other,hybridcars.com
Audi Q5,Audi,Q5,hybrid,5,2016,3,2016-03-01,Other,Other,hybridcars.com
Chevrolet Impala,Chevrolet,Impala,hybrid,4,2016,3,2016-03-01,Other,Other,hybridcars.com
Lexus LS600h,Lexus,LS600h,hybrid,4,2016,3,2016-03-01,Other,Other,hybridcars.com
Chevrolet Malibu,Chevrolet,Malibu,hybrid,2,2016,3,2016-03-01,Other,Other,hybridcars.com
Honda Insight,Honda,Insight,hybrid,2,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW Active 5 (535ih),BMW,Active 5 (535ih),hybrid,1,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes E400H,Mercedes,E400H,hybrid,1,2016,3,2016-03-01,Other,Other,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1865,2016,3,2016-03-01,Other,Other,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,1238,2016,3,2016-03-01,Other,Other,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,610,2016,3,2016-03-01,Other,Other,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,332,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,phev,313,2016,3,2016-03-01,Other,Other,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,275,2016,3,2016-03-01,Other,Other,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,244,2016,3,2016-03-01,Other,Other,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,178,2016,3,2016-03-01,Other,Other,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,104,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW i8,BMW,i8,phev,89,2016,3,2016-03-01,Other,Other,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,23,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,12,2016,3,2016-03-01,Other,Other,hybridcars.com
Toyota Prius,Toyota,Prius,phev,7,2016,3,2016-03-01,Other,Other,hybridcars.com
Tesla Model S,Tesla,Model S,bev,3000,2016,3,2016-03-01,Tesla,Other,hybridcars.com
Tesla Model X,Tesla,Model X,bev,1500,2016,3,2016-03-01,Tesla,Other,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1246,2016,3,2016-03-01,Other,Other,hybridcars.com
Fiat 500e,Fiat,500e,bev,373,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW i3,BMW,i3,bev,332,2016,3,2016-03-01,Other,Other,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,252,2016,3,2016-03-01,Other,Other,hybridcars.com
Ford Focus,Ford,Focus,bev,110,2016,3,2016-03-01,Other,Other,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,86,2016,3,2016-03-01,Other,Other,hybridcars.com
Kia Soul,Kia,Soul,bev,79,2016,3,2016-03-01,Other,Other,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,70,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,66,2016,3,2016-03-01,Other,Other,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,1,2016,3,2016-03-01,Other,Other,hybridcars.com
Ram Ram Pickup,Ram,Ram Pickup,diesel,4729,2016,3,2016-03-01,Other,Other,hybridcars.com
Chevrolet Colorado,Chevrolet,Colorado,diesel,578,2016,3,2016-03-01,Other,Other,hybridcars.com
Land Rover Range Rover Sport,Land Rover,Range Rover Sport,diesel,408,2016,3,2016-03-01,Other,Other,hybridcars.com
Jeep Grand Cherokee,Jeep,Grand Cherokee,diesel,370,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,diesel,263,2016,3,2016-03-01,Other,Other,hybridcars.com
GMC Canyon,GMC,Canyon,diesel,244,2016,3,2016-03-01,Other,Other,hybridcars.com
Land Rover Range Rover,Land Rover,Range Rover,diesel,239,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW X3,BMW,X3,diesel,192,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW 3-Series,BMW,3-Series,diesel,160,2016,3,2016-03-01,Other,Other,hybridcars.com
BMW 5-Series,BMW,5-Series,diesel,152,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes GLE-Class,Mercedes,GLE-Class,diesel,123,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes GL-Class,Mercedes,GL-Class,diesel,111,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes E-Class,Mercedes,E-Class,diesel,69,2016,3,2016-03-01,Other,Other,hybridcars.com
Chevrolet Cruze,Chevrolet,Cruze,diesel,53,2016,3,2016-03-01,Other,Other,hybridcars.com
Ram Promaster Van,Ram,Promaster Van,diesel,33,2016,3,2016-03-01,Other,Other,hybridcars.com
Mercedes GLK Class,Mercedes,GLK Class,diesel,7,2016,3,2016-03-01,Other,Other,hybridcars.com
Toyota Prius Liftback,Toyota,Prius Liftback,hybrid,7169,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota RAV4,Toyota,RAV4,hybrid,2462,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Prius C,Toyota,Prius C,hybrid,2263,2016,2,2016-02-01,Other,Other,hybridcars.com
Ford Fusion,Ford,Fusion,hybrid,1764,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Camry,Toyota,Camry,hybrid,1599,2016,2,2016-02-01,Other,Other,hybridcars.com
Hyundai Sonata,Hyundai,Sonata,hybrid,1588,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Prius V,Toyota,Prius V,hybrid,1112,2016,2,2016-02-01,Other,Other,hybridcars.com
Ford C-Max,Ford,C-Max,hybrid,880,2016,2,2016-02-01,Other,Other,hybridcars.com
Lexus CT200h,Lexus,CT200h,hybrid,762,2016,2,2016-02-01,Other,Other,hybridcars.com
Lexus RX400/450h,Lexus,RX400/450h,hybrid,752,2016,2,2016-02-01,Other,Other,hybridcars.com
Lexus ES,Lexus,ES,hybrid,633,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Avalon,Toyota,Avalon,hybrid,590,2016,2,2016-02-01,Other,Other,hybridcars.com
Lincoln MKZ,Lincoln,MKZ,hybrid,585,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Highlander,Toyota,Highlander,hybrid,396,2016,2,2016-02-01,Other,Other,hybridcars.com
Kia Optima,Kia,Optima,hybrid,386,2016,2,2016-02-01,Other,Other,hybridcars.com
Subaru XV Crosstrek,Subaru,XV Crosstrek,hybrid,278,2016,2,2016-02-01,Other,Other,hybridcars.com
Lexus NX,Lexus,NX,hybrid,236,2016,2,2016-02-01,Other,Other,hybridcars.com
Infiniti Q50,Infiniti,Q50,hybrid,202,2016,2,2016-02-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,143,2016,2,2016-02-01,Other,Other,hybridcars.com
Infiniti QX60,Infiniti,QX60,hybrid,137,2016,2,2016-02-01,Other,Other,hybridcars.com
Honda CR-Z,Honda,CR-Z,hybrid,128,2016,2,2016-02-01,Other,Other,hybridcars.com
Buick LaCrosse,Buick,LaCrosse,hybrid,87,2016,2,2016-02-01,Other,Other,hybridcars.com
Nissan Pathfinder,Nissan,Pathfinder,hybrid,72,2016,2,2016-02-01,Other,Other,hybridcars.com
Honda Accord,Honda,Accord,hybrid,68,2016,2,2016-02-01,Other,Other,hybridcars.com
Volkswagen Jetta,Volkswagen,Jetta,hybrid,39,2016,2,2016-02-01,Other,Other,hybridcars.com
Acura RLX,Acura,RLX,hybrid,12,2016,2,2016-02-01,Other,Other,hybridcars.com
Infiniti Q70,Infiniti,Q70,hybrid,10,2016,2,2016-02-01,Other,Other,hybridcars.com
Buick Regal,Buick,Regal,hybrid,7,2016,2,2016-02-01,Other,Other,hybridcars.com
Lexus GS450h,Lexus,GS450h,hybrid,5,2016,2,2016-02-01,Other,Other,hybridcars.com
Chevrolet Impala,Chevrolet,Impala,hybrid,4,2016,2,2016-02-01,Other,Other,hybridcars.com
Lexus LS600h,Lexus,LS600h,hybrid,2,2016,2,2016-02-01,Other,Other,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1126,2016,2,2016-02-01,Other,Other,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,932,2016,2,2016-02-01,Other,Other,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,490,2016,2,2016-02-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,phev,345,2016,2,2016-02-01,Other,Other,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,248,2016,2,2016-02-01,Other,Other,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,200,2016,2,2016-02-01,Other,Other,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,176,2016,2,2016-02-01,Other,Other,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,172,2016,2,2016-02-01,Other,Other,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,91,2016,2,2016-02-01,Other,Other,hybridcars.com
BMW i8,BMW,i8,phev,54,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,36,2016,2,2016-02-01,Other,Other,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,33,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Prius,Toyota,Prius,phev,6,2016,2,2016-02-01,Other,Other,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1900,2016,2,2016-02-01,Tesla,Other,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,930,2016,2,2016-02-01,Other,Other,hybridcars.com
Tesla Model X,Tesla,Model X,bev,500,2016,2,2016-02-01,Tesla,Other,hybridcars.com
BMW i3,BMW,i3,bev,248,2016,2,2016-02-01,Other,Other,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,216,2016,2,2016-02-01,Other,Other,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,198,2016,2,2016-02-01,Other,Other,hybridcars.com
Fiat 500e,Fiat,500e,bev,195,2016,2,2016-02-01,Other,Other,hybridcars.com
Ford Focus,Ford,Focus,bev,81,2016,2,2016-02-01,Other,Other,hybridcars.com
Kia Soul,Kia,Soul,bev,60,2016,2,2016-02-01,Other,Other,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,54,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,37,2016,2,2016-02-01,Other,Other,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,5,2016,2,2016-02-01,Other,Other,hybridcars.com
Ram Ram Pickup,Ram,Ram Pickup,diesel,4153,2016,2,2016-02-01,Other,Other,hybridcars.com
Chevrolet Colorado,Chevrolet,Colorado,diesel,403,2016,2,2016-02-01,Other,Other,hybridcars.com
Jeep Grand Cherokee,Jeep,Grand Cherokee,diesel,308,2016,2,2016-02-01,Other,Other,hybridcars.com
Land Rover Range Rover Sport,Land Rover,Range Rover Sport,diesel,308,2016,2,2016-02-01,Other,Other,hybridcars.com
Land Rover Range Rover,Land Rover,Range Rover,diesel,301,2016,2,2016-02-01,Other,Other,hybridcars.com
GMC Canyon,GMC,Canyon,diesel,225,2016,2,2016-02-01,Other,Other,hybridcars.com
BMW X5,BMW,X5,diesel,169,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes GL-Class,Mercedes,GL-Class,diesel,146,2016,2,2016-02-01,Other,Other,hybridcars.com
BMW X3,BMW,X3,diesel,130,2016,2,2016-02-01,Other,Other,hybridcars.com
BMW 3-Series,BMW,3-Series,diesel,119,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes GLE-Class,Mercedes,GLE-Class,diesel,86,2016,2,2016-02-01,Other,Other,hybridcars.com
BMW 5-Series,BMW,5-Series,diesel,67,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes E-Class,Mercedes,E-Class,diesel,36,2016,2,2016-02-01,Other,Other,hybridcars.com
Chevrolet Cruze,Chevrolet,Cruze,diesel,35,2016,2,2016-02-01,Other,Other,hybridcars.com
Ram Promaster Van,Ram,Promaster Van,diesel,30,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes ML Class,Mercedes,ML Class,diesel,17,2016,2,2016-02-01,Other,Other,hybridcars.com
Mercedes GLK Class,Mercedes,GLK Class,diesel,10,2016,2,2016-02-01,Other,Other,hybridcars.com
Toyota Prius Liftback,Toyota,Prius Liftback,hybrid,6333,2016,1,2016-01-01,Other,Other,hybridcars.com
Toyota RAV4,Toyota,RAV4,hybrid,1973,2016,1,2016-01-01,Other,Other,hybridcars.com
Toyota Prius C,Toyota,Prius C,hybrid,1763,2016,1,2016-01-01,Other,Other,hybridcars.com
Ford Fusion,Ford,Fusion,hybrid,1373,2016,1,2016-01-01,Other,Other,hybridcars.com
Toyota Camry,Toyota,Camry,hybrid,1256,2016,1,2016-01-01,Other,Other,hybridcars.com
Toyota Prius V,Toyota,Prius V,hybrid,1205,2016,1,2016-01-01,Other,Other,hybridcars.com
Hyundai Sonata,Hyundai,Sonata,hybrid,964,2016,1,2016-01-01,Other,Other,hybridcars.com
Lexus RX400/450h,Lexus,RX400/450h,hybrid,790,2016,1,2016-01-01,Other,Other,hybridcars.com
Ford C-Max,Ford,C-Max,hybrid,637,2016,1,2016-01-01,Other,Other,hybridcars.com
Lexus CT200h,Lexus,CT200h,hybrid,622,2016,1,2016-01-01,Other,Other,hybridcars.com
Lexus ES,Lexus,ES,hybrid,622,2016,1,2016-01-01,Other,Other,hybridcars.com
Toyota Avalon,Toyota,Avalon,hybrid,583,2016,1,2016-01-01,Other,Other,hybridcars.com
Lincoln MKZ,Lincoln,MKZ,hybrid,491,2016,1,2016-01-01,Other,Other,hybridcars.com
Kia Optima,Kia,Optima,hybrid,469,2016,1,2016-01-01,Other,Other,hybridcars.com
Toyota Highlander,Toyota,Highlander,hybrid,375,2016,1,2016-01-01,Other,Other,hybridcars.com
Subaru XV Crosstrek,Subaru,XV Crosstrek,hybrid,261,2016,1,2016-01-01,Other,Other,hybridcars.com
Lexus NX,Lexus,NX,hybrid,245,2016,1,2016-01-01,Other,Other,hybridcars.com
Honda CR-Z,Honda,CR-Z,hybrid,192,2016,1,2016-01-01,Other,Other,hybridcars.com
Infiniti Q50,Infiniti,Q50,hybrid,175,2016,1,2016-01-01,Other,Other,hybridcars.com
Honda Civic,Honda,Civic,hybrid,161,2016,1,2016-01-01,Other,Other,hybridcars.com
Infiniti QX60,Infiniti,QX60,hybrid,119,2016,1,2016-01-01,Other,Other,hybridcars.com
Buick LaCrosse,Buick,LaCrosse,hybrid,118,2016,1,2016-01-01,Other,Other,hybridcars.com
Honda Accord,Honda,Accord,hybrid,71,2016,1,2016-01-01,Other,Other,hybridcars.com
Nissan Pathfinder,Nissan,Pathfinder,hybrid,65,2016,1,2016-01-01,Other,Other,hybridcars.com
